id,atk,def,enabled,effect,attribute,stars,spell_type,type,pendulum,monster
6702,800,1500,True,1,6,4,0,18,0,1
6703,0,1900,True,1,1,1,0,19,0,1
6704,2300,1400,True,1,6,6,0,16,0,1
6705,0,0,True,13,8,0,5,30,0,0
6706,0,0,True,13,8,0,0,30,0,0
6707,0,0,True,13,8,0,4,30,0,0
6708,0,0,True,14,9,0,0,31,0,0
6709,0,0,True,14,9,0,0,31,0,0
6710,0,0,True,14,9,0,4,31,0,0
6711,0,0,True,14,9,0,4,31,0,0
6712,0,0,True,14,9,0,1,31,0,0
6720,2700,1000,True,1,6,7,0,16,0,1
6721,1300,600,True,1,6,4,0,16,0,1
6722,0,0,True,14,9,0,4,31,0,0
6723,2800,2600,True,1,5,7,0,15,0,1
6727,2500,1900,True,1,1,7,0,7,0,1
6728,1000,2000,True,1,5,4,0,15,0,1
6731,2500,2000,True,3,5,8,0,15,0,1
6733,1500,1200,True,1,3,4,0,15,0,1
6734,5110,5110,True,3,2,9,0,7,0,1
6735,400,1600,True,1,5,4,0,7,0,1
6736,300,1200,True,1,5,3,0,7,0,1
6737,0,0,True,14,9,0,4,31,0,0
6738,800,1800,True,1,3,4,0,7,0,1
6739,3000,2000,True,3,5,8,0,7,0,1
6741,1200,0,True,1,2,4,0,7,0,1
6742,300,500,True,1,6,2,0,7,0,1
6743,1000,2000,True,1,5,4,0,7,0,1
6744,2300,1800,True,3,4,6,0,7,0,1
6745,1600,1800,True,1,4,6,0,7,0,1
6746,0,0,True,14,9,0,0,31,0,0
6747,0,0,True,14,9,0,0,31,0,0
6748,0,0,True,13,8,0,0,30,0,0
6749,0,0,True,14,9,0,0,31,0,0
6752,300,600,True,1,2,3,0,15,0,1
6753,2100,1000,True,1,2,6,0,15,0,1
6754,1000,1000,True,1,2,6,0,15,0,1
6755,100,2700,True,1,2,4,0,15,0,1
6756,1000,1000,True,1,2,4,0,15,0,1
6757,3400,2400,True,27,2,8,0,15,0,1
6758,0,0,True,13,8,0,2,30,0,0
6759,0,0,True,13,8,0,2,30,0,0
6761,0,0,True,14,9,0,0,31,0,0
6762,0,0,True,13,8,0,0,30,0,0
6763,0,0,True,14,9,0,0,31,0,0
6764,400,600,True,1,3,2,0,8,0,1
6765,2500,2000,True,3,2,7,0,15,0,1
6766,2500,2000,True,3,3,7,0,15,0,1
6767,2500,2000,True,3,4,7,0,15,0,1
6768,600,800,True,1,3,3,0,15,0,1
6769,800,600,True,1,6,3,0,16,0,1
6770,900,300,True,1,5,3,0,6,0,1
6771,300,900,True,1,1,3,0,13,0,1
6772,1000,500,True,1,2,3,0,11,0,1
6773,500,500,True,1,4,3,0,10,0,1
6774,0,0,True,13,8,0,0,30,0,0
6775,0,0,True,13,8,0,2,30,0,0
6776,1200,2000,True,1,5,4,0,9,0,1
6777,3000,2200,True,1,5,8,0,9,0,1
6778,800,800,True,1,6,3,0,16,0,1
6779,0,0,True,13,8,0,0,30,0,0
6780,0,0,True,13,8,0,4,30,0,0
6781,0,0,True,13,8,0,0,30,0,0
6782,0,0,True,13,8,0,4,30,0,0
6783,0,0,True,13,8,0,0,30,0,0
6784,1800,300,True,1,6,4,0,15,0,1
6785,0,0,True,13,8,0,0,30,0,0
6790,2800,2300,True,1,4,7,0,1,0,1
6794,2400,2100,True,1,2,7,0,17,0,1
6796,1900,500,True,0,5,4,0,9,0,1
6797,0,2000,True,1,5,4,0,9,0,1
6798,1000,500,True,1,6,3,0,9,0,1
6799,500,500,True,1,5,2,0,9,0,1
6800,300,800,True,24,1,2,0,20,0,1
6801,1000,1000,True,1,4,3,0,20,0,1
6802,1600,1800,True,1,6,4,0,20,0,1
6803,1600,800,True,1,3,4,0,20,0,1
6804,1800,1000,True,1,5,4,0,20,0,1
6805,2300,1500,True,1,2,6,0,20,0,1
6806,2600,2000,True,1,1,7,0,20,0,1
6807,1000,2000,True,1,1,5,0,7,0,1
6808,0,0,True,14,9,0,0,31,0,0
6809,0,0,True,14,9,0,0,31,0,0
6810,0,0,True,14,9,0,0,31,0,0
6811,0,0,True,14,9,0,4,31,0,0
6812,0,0,True,14,9,0,4,31,0,0
6813,0,0,True,14,9,0,0,31,0,0
6814,0,0,True,13,8,0,3,30,0,0
6815,1600,1500,True,1,1,4,0,18,0,1
6816,3300,1400,True,1,1,8,0,9,0,1
6817,0,0,True,14,9,0,0,31,0,0
6818,0,0,True,14,9,0,0,31,0,0
6819,0,0,True,13,8,0,0,30,0,0
6821,2800,2400,True,1,1,8,0,1,0,1
6822,0,0,True,13,8,0,0,30,0,0
6823,0,0,True,13,8,0,2,30,0,0
6824,0,0,True,14,9,0,0,31,0,0
6825,0,0,True,14,9,0,4,31,0,0
6830,800,800,True,1,2,4,0,7,0,1
6831,800,800,True,1,2,4,0,7,0,1
6832,800,800,True,1,2,4,0,7,0,1
6833,1000,1000,True,3,2,8,0,7,0,1
6834,0,0,True,14,9,0,0,31,0,0
6835,3600,3000,True,3,5,9,0,7,0,1
6839,0,0,True,13,8,0,0,30,0,0
6841,1500,1500,True,1,5,5,0,7,0,1
6842,0,0,True,13,8,0,3,30,0,0
6843,0,0,True,13,8,0,0,30,0,0
6844,0,0,True,13,8,0,3,30,0,0
6845,1800,1500,True,5,1,6,0,17,0,1
6846,1600,2000,True,5,1,6,0,17,0,1
6847,2700,2400,True,5,1,8,0,17,0,1
6848,300,200,True,1,1,2,0,17,0,1
6850,0,0,True,13,8,0,6,30,0,0
6854,1900,1200,True,1,5,5,0,7,0,1
6855,1200,1800,True,1,4,4,0,7,0,1
6856,2600,1900,True,3,5,7,0,7,0,1
6858,0,0,True,14,9,0,4,31,0,0
6859,0,0,True,14,9,0,0,31,0,0
6860,0,0,True,14,9,0,0,31,0,0
6863,600,1000,True,1,5,3,0,13,0,1
6864,0,0,True,14,9,0,4,31,0,0
6865,0,0,True,13,8,0,0,30,0,0
6866,1900,2000,True,27,5,6,0,13,0,1
6869,5110,5110,True,1,2,7,0,3,0,1
6870,500,500,True,1,2,3,0,18,0,1
6871,1000,1000,True,1,2,5,0,18,0,1
6872,1500,1500,True,1,2,7,0,18,0,1
6876,1000,300,True,1,5,4,0,3,0,1
6877,1700,600,True,1,5,6,0,3,0,1
6878,2800,900,True,1,5,8,0,3,0,1
6879,1500,600,True,1,2,4,0,3,0,1
6880,1000,300,True,1,4,3,0,3,0,1
6881,2400,1200,True,1,2,6,0,3,0,1
6882,1000,1000,True,1,2,4,0,3,0,1
6883,1000,1000,True,1,3,4,0,14,0,1
6884,1000,1000,True,1,4,4,0,4,0,1
6885,1000,1000,True,1,6,4,0,16,0,1
6886,1000,1000,True,1,5,4,0,6,0,1
6887,1000,1000,True,1,1,4,0,17,0,1
6888,2500,1600,True,1,1,8,0,17,0,1
6889,2400,1200,True,1,1,6,0,17,0,1
6890,2600,1600,True,1,2,7,0,19,0,1
6891,1700,1200,True,1,5,4,0,15,0,1
6892,1600,800,True,1,6,4,0,15,0,1
6893,2200,1500,True,1,6,5,0,15,0,1
6894,500,500,True,1,5,3,0,12,0,1
6895,1500,1500,True,1,5,3,0,12,0,1
6896,2300,500,True,1,6,7,0,16,0,1
6897,800,500,True,1,5,2,0,20,0,1
6898,0,0,True,13,8,0,0,30,0,0
6899,0,0,True,13,8,0,0,30,0,0
6900,0,0,True,13,8,0,0,30,0,0
6901,0,0,True,13,8,0,0,30,0,0
6902,0,0,True,13,8,0,0,30,0,0
6903,0,0,True,13,8,0,0,30,0,0
6904,0,0,True,13,8,0,5,30,0,0
6905,0,0,True,13,8,0,5,30,0,0
6906,0,0,True,13,8,0,5,30,0,0
6907,0,0,True,13,8,0,5,30,0,0
6908,0,0,True,13,8,0,4,30,0,0
6909,0,0,True,13,8,0,4,30,0,0
6910,0,0,True,14,9,0,0,31,0,0
6911,0,0,True,14,9,0,0,31,0,0
6912,0,0,True,14,9,0,0,31,0,0
6913,0,0,True,14,9,0,0,31,0,0
6914,0,0,True,14,9,0,0,31,0,0
6915,0,0,True,14,9,0,0,31,0,0
6916,0,0,True,14,9,0,0,31,0,0
6917,0,0,True,14,9,0,1,31,0,0
6918,0,0,True,14,9,0,1,31,0,0
6920,2200,1900,True,1,4,6,0,2,0,1
6922,0,0,True,14,9,0,0,31,0,0
6927,1600,1200,True,1,4,4,0,4,0,1
6928,1600,1200,True,1,3,4,0,14,0,1
6932,3000,2000,True,1,5,8,0,7,0,1
6933,2300,1300,True,1,5,6,0,7,0,1
6934,0,2000,True,1,5,4,0,7,0,1
6935,0,0,True,13,8,0,0,30,0,0
6936,1300,1700,True,1,4,3,0,3,0,1
6937,1700,1100,True,1,4,4,0,3,0,1
6938,2400,1700,True,1,4,7,0,3,0,1
6939,400,400,True,1,5,3,0,7,0,1
6940,0,0,True,13,8,0,3,30,0,0
6941,0,0,True,13,8,0,5,30,0,0
6942,0,0,True,14,9,0,0,31,0,0
6943,0,0,True,14,9,0,0,31,0,0
6944,2000,0,True,1,2,4,0,1,0,1
6945,0,0,True,13,8,0,0,30,0,0
6946,0,0,True,14,9,0,0,31,0,0
6947,0,0,True,14,9,0,1,31,0,0
6948,0,0,True,14,9,0,1,31,0,0
6949,800,800,True,1,2,6,0,15,0,1
6950,0,0,True,13,8,0,0,30,0,0
6951,0,0,True,13,8,0,0,30,0,0
6952,0,0,True,14,9,0,0,31,0,0
6953,0,0,True,14,9,0,0,31,0,0
6954,1300,1300,True,1,1,4,0,12,0,1
6955,1700,0,True,1,5,4,0,12,0,1
6956,700,2000,True,1,1,4,0,12,0,1
6957,2200,2000,True,1,2,7,0,12,0,1
6960,2000,100,True,0,5,4,0,12,0,1
6961,2600,1700,True,0,3,6,0,9,0,1
6962,2900,2900,True,0,3,8,0,5,0,1
6963,1000,500,True,1,5,3,0,15,0,1
6964,1800,1300,True,1,1,4,0,15,0,1
6965,1400,700,True,1,6,4,0,15,0,1
6966,1300,800,True,1,3,3,0,15,0,1
6967,1500,1000,True,1,4,3,0,15,0,1
6968,1700,1200,True,1,2,4,0,15,0,1
6969,2500,2400,True,1,4,7,0,15,0,1
6970,700,300,True,1,5,2,0,15,0,1
6971,1400,1000,True,1,1,4,0,18,0,1
6972,1400,1000,True,1,1,4,0,18,0,1
6973,2500,1800,True,1,2,7,0,3,0,1
6974,300,500,True,1,2,2,0,3,0,1
6975,300,500,True,1,2,2,0,3,0,1
6976,1400,1200,True,1,2,4,0,3,0,1
6977,1000,1000,True,1,1,3,0,19,0,1
6978,1000,1000,True,1,5,3,0,13,0,1
6979,1000,1000,True,1,2,3,0,10,0,1
6980,100,100,True,1,2,1,0,16,0,1
6981,2000,1500,True,1,5,7,0,20,0,1
6982,2000,1500,True,1,3,7,0,20,0,1
6983,2000,1500,True,1,4,7,0,20,0,1
6984,2000,1500,True,1,6,7,0,20,0,1
6985,2000,1500,True,1,2,7,0,20,0,1
6986,2000,1500,True,1,1,7,0,20,0,1
6987,200,100,True,1,2,1,0,20,0,1
6988,2500,2000,True,3,1,7,0,15,0,1
6989,2500,2000,True,3,6,7,0,15,0,1
6990,2500,2000,True,3,5,7,0,15,0,1
6991,2400,1800,True,5,5,6,0,12,0,1
6992,500,1000,True,5,1,4,0,15,0,1
6993,0,0,True,13,8,0,3,30,0,0
6994,0,0,True,13,8,0,5,30,0,0
6995,0,0,True,13,8,0,0,30,0,0
6996,0,0,True,13,8,0,6,30,0,0
6997,0,0,True,13,8,0,6,30,0,0
6998,0,0,True,13,8,0,6,30,0,0
6999,0,0,True,13,8,0,5,30,0,0
7000,0,0,True,13,8,0,3,30,0,0
7001,0,0,True,13,8,0,4,30,0,0
7002,0,0,True,13,8,0,0,30,0,0
7003,0,0,True,13,8,0,2,30,0,0
7004,0,0,True,13,8,0,2,30,0,0
7005,0,0,True,14,9,0,0,31,0,0
7006,0,0,True,14,9,0,0,31,0,0
7007,0,0,True,14,9,0,0,31,0,0
7008,0,0,True,14,9,0,0,31,0,0
7009,0,0,True,14,9,0,0,31,0,0
7010,0,0,True,14,9,0,0,31,0,0
7011,0,0,True,14,9,0,0,31,0,0
7012,0,0,True,14,9,0,0,31,0,0
7013,0,0,True,14,9,0,4,31,0,0
7014,0,0,True,14,9,0,4,31,0,0
7015,0,0,True,14,9,0,4,31,0,0
7016,0,0,True,14,9,0,1,31,0,0
7017,1800,1000,True,1,3,4,0,1,0,1
7018,800,800,True,1,1,5,0,7,0,1
7019,500,500,True,1,2,3,0,10,0,1
7024,1300,1000,True,1,4,4,0,4,0,1
7025,2500,2000,True,1,3,8,0,18,0,1
7026,2300,1600,True,3,4,8,0,4,0,1
7035,2500,1500,True,1,1,7,0,17,0,1
7038,1000,900,True,1,6,4,0,16,0,1
7039,100,100,True,1,5,1,0,3,0,1
7046,2300,2000,True,1,1,7,0,17,0,1
7047,1600,1200,True,1,1,4,0,17,0,1
7048,1800,1000,True,1,1,4,0,17,0,1
7049,100,100,True,1,1,1,0,17,0,1
7050,1400,800,True,1,1,4,0,17,0,1
7051,1000,2000,True,1,1,4,0,17,0,1
7052,1700,0,True,1,1,4,0,17,0,1
7053,0,0,True,14,9,0,4,31,0,0
7056,1000,800,True,1,3,4,0,7,0,1
7057,2700,2000,True,1,5,8,0,7,0,1
7058,1000,1500,True,1,1,4,0,19,0,1
7064,2800,2500,True,1,5,8,0,11,0,1
7068,2800,2400,True,1,2,8,0,3,0,1
7071,1200,400,True,1,5,3,0,11,0,1
7072,1700,1600,True,1,5,4,0,11,0,1
7073,0,0,True,13,8,0,0,30,0,0
7074,300,300,True,1,1,3,0,17,0,1
7075,600,2000,True,1,3,3,0,14,0,1
7076,1600,1000,True,1,5,4,0,11,0,1
7077,1400,800,True,1,6,4,0,16,0,1
7078,1800,1200,True,1,6,4,0,11,0,1
7079,0,0,True,13,8,0,2,30,0,0
7080,0,0,True,13,8,0,0,30,0,0
7081,0,0,True,14,9,0,0,31,0,0
7082,100,0,True,1,4,1,0,4,0,1
7083,500,0,True,1,4,2,0,4,0,1
7084,0,0,True,14,9,0,0,31,0,0
7085,3000,1800,True,27,4,8,0,4,0,1
7086,0,0,True,13,8,0,4,30,0,0
7087,0,0,True,13,8,0,0,30,0,0
7088,0,0,True,13,8,0,4,30,0,0
7089,0,0,True,13,8,0,5,30,0,0
7090,0,0,True,14,9,0,4,31,0,0
7091,5110,5110,True,1,2,10,0,3,0,1
7092,5110,5110,True,1,2,10,0,3,0,1
7093,600,200,True,1,5,3,0,15,0,1
7094,1000,0,True,1,5,3,0,1,0,1
7095,300,300,True,1,2,1,0,15,0,1
7096,1900,600,True,27,2,8,0,15,0,1
7102,1200,600,True,1,4,3,0,4,0,1
7103,1800,1200,True,1,4,4,0,4,0,1
7104,2400,1500,True,1,4,5,0,4,0,1
7105,2100,800,True,1,1,4,0,15,0,1
7106,1600,1500,True,1,5,4,0,18,0,1
7107,1900,1200,True,1,3,4,0,14,0,1
7108,1800,1100,True,1,5,4,0,9,0,1
7109,2100,800,True,1,1,4,0,17,0,1
7110,2100,800,True,1,2,4,0,3,0,1
7111,1900,1200,True,1,6,4,0,16,0,1
7112,2400,1500,True,27,1,8,0,17,0,1
7113,2400,1500,True,27,2,8,0,3,0,1
7114,2200,1600,True,1,5,6,0,17,0,1
7115,1500,1000,True,1,6,4,0,15,0,1
7116,1700,600,True,1,1,4,0,18,0,1
7117,2400,1000,True,1,6,6,0,16,0,1
7118,1400,300,True,1,5,3,0,6,0,1
7119,1500,700,True,1,5,3,0,1,0,1
7120,2400,1200,True,1,1,6,0,1,0,1
7121,2400,1200,True,1,2,6,0,1,0,1
7122,0,0,True,13,8,0,0,30,0,0
7123,0,0,True,13,8,0,0,30,0,0
7124,0,0,True,13,8,0,0,30,0,0
7125,0,0,True,13,8,0,3,30,0,0
7126,0,0,True,13,8,0,5,30,0,0
7127,0,0,True,13,8,0,4,30,0,0
7128,0,0,True,13,8,0,4,30,0,0
7129,0,0,True,13,8,0,2,30,0,0
7130,0,0,True,14,9,0,0,31,0,0
7131,0,0,True,14,9,0,0,31,0,0
7132,0,0,True,14,9,0,0,31,0,0
7133,0,0,True,14,9,0,0,31,0,0
7134,0,0,True,14,9,0,0,31,0,0
7135,0,0,True,14,9,0,0,31,0,0
7136,0,0,True,14,9,0,0,31,0,0
7137,0,0,True,14,9,0,0,31,0,0
7138,0,0,True,14,9,0,4,31,0,0
7139,0,0,True,14,9,0,4,31,0,0
7140,0,0,True,14,9,0,4,31,0,0
7141,0,0,True,14,9,0,4,31,0,0
7142,1800,1000,True,1,1,4,0,11,0,1
7143,1600,2000,True,1,5,4,0,13,0,1
7144,2300,2000,True,1,2,6,0,11,0,1
7145,2100,800,True,1,5,5,0,15,0,1
7146,2800,1000,True,1,2,7,0,1,0,1
7147,2400,1200,True,1,2,6,0,2,0,1
7148,1200,800,True,1,2,4,0,3,0,1
7149,2400,0,True,1,2,5,0,3,0,1
7150,1000,1000,True,1,2,3,0,2,0,1
7151,0,0,True,13,8,0,0,30,0,0
7152,0,0,True,13,8,0,3,30,0,0
7153,0,0,True,14,9,0,0,31,0,0
7154,0,0,True,13,8,0,0,30,0,0
7155,600,400,True,1,6,2,0,16,0,1
7156,800,300,True,1,2,2,0,11,0,1
7157,100,700,True,1,1,2,0,13,0,1
7158,0,0,True,14,9,0,0,31,0,0
7159,0,0,True,13,8,0,0,30,0,0
7160,0,0,True,14,9,0,0,31,0,0
7161,0,0,True,13,8,0,0,30,0,0
7162,0,0,True,13,8,0,0,30,0,0
7163,0,0,True,13,8,0,5,30,0,0
7164,0,0,True,13,8,0,2,30,0,0
7165,0,0,True,14,9,0,0,31,0,0
7166,0,0,True,13,8,0,0,30,0,0
7167,0,0,True,14,9,0,4,31,0,0
7168,0,0,True,14,9,0,1,31,0,0
7169,0,0,True,14,9,0,0,31,0,0
7170,0,0,True,14,9,0,0,31,0,0
7171,4000,0,True,27,1,10,0,1,0,1
7172,300,300,True,1,4,2,0,10,0,1
7173,700,100,True,1,5,2,0,6,0,1
7174,900,1100,True,3,3,4,0,15,0,1
7175,2800,2300,True,3,3,8,0,15,0,1
7176,2000,1000,True,3,2,6,0,15,0,1
7177,3000,2500,True,3,4,9,0,15,0,1
7178,600,1300,True,1,2,3,0,15,0,1
7179,0,2500,True,3,1,5,0,11,0,1
7180,1200,600,True,1,5,3,0,20,0,1
7181,1600,1200,True,1,5,5,0,20,0,1
7182,1000,800,True,1,2,4,0,20,0,1
7183,0,0,True,1,2,8,0,20,0,1
7184,0,0,True,27,2,10,0,20,0,1
7187,0,0,True,13,8,0,0,30,0,0
7188,300,300,True,1,2,1,0,3,0,1
7189,0,0,True,13,8,0,0,30,0,0
7190,1900,800,True,0,5,4,0,20,0,1
7191,500,500,True,0,4,1,0,4,0,1
7192,100,2100,True,0,2,4,0,3,0,1
7193,1700,100,True,0,2,3,0,1,0,1
7194,100,2000,True,0,5,4,0,20,0,1
7195,1900,1300,True,9,1,4,0,15,0,1
7196,2400,1500,True,9,4,6,0,1,0,1
7197,1500,500,True,9,3,4,0,14,0,1
7198,1500,500,True,9,6,4,0,17,0,1
7199,2350,1000,True,9,5,5,0,10,0,1
7200,1500,500,True,9,5,4,0,6,0,1
7201,1500,500,True,9,1,3,0,15,0,1
7202,2400,2000,True,9,2,6,0,18,0,1
7203,1500,500,True,9,4,5,0,4,0,1
7204,1500,500,True,9,2,4,0,3,0,1
7205,1500,800,True,1,1,4,0,7,0,1
7206,1100,700,True,24,2,3,0,3,0,1
7207,300,1000,True,24,5,2,0,10,0,1
7208,100,100,True,24,3,1,0,18,0,1
7209,1800,800,True,1,1,4,0,15,0,1
7210,2300,2000,True,27,3,6,0,1,0,1
7211,2300,2000,True,27,6,6,0,3,0,1
7212,1500,300,True,1,5,3,0,20,0,1
7213,1500,0,True,1,1,4,0,17,0,1
7214,1500,0,True,1,2,4,0,3,0,1
7215,1800,0,True,1,2,4,0,2,0,1
7216,0,0,True,13,8,0,4,30,0,0
7217,0,0,True,13,8,0,0,30,0,0
7218,0,0,True,13,8,0,5,30,0,0
7219,0,0,True,13,8,0,0,30,0,0
7220,0,0,True,13,8,0,0,30,0,0
7221,0,0,True,13,8,0,0,30,0,0
7222,0,0,True,13,8,0,3,30,0,0
7223,0,0,True,13,8,0,3,30,0,0
7224,0,0,True,13,8,0,3,30,0,0
7225,0,0,True,13,8,0,3,30,0,0
7226,0,0,True,14,9,0,0,31,0,0
7227,0,0,True,14,9,0,0,31,0,0
7228,0,0,True,14,9,0,0,31,0,0
7229,0,0,True,14,9,0,4,31,0,0
7230,0,0,True,14,9,0,0,31,0,0
7231,0,0,True,14,9,0,0,31,0,0
7232,0,0,True,14,9,0,0,31,0,0
7233,0,0,True,14,9,0,0,31,0,0
7234,0,0,True,14,9,0,0,31,0,0
7235,0,0,True,14,9,0,0,31,0,0
7236,0,0,True,14,9,0,1,31,0,0
7243,1900,1400,True,1,4,4,0,4,0,1
7244,2800,2800,True,1,1,8,0,1,0,1
7245,1200,1000,True,1,4,7,0,1,0,1
7246,1800,600,True,1,1,4,0,18,0,1
7247,300,200,True,1,4,2,0,1,0,1
7248,0,0,True,13,8,0,0,30,0,0
7251,2800,2200,True,1,2,8,0,7,0,1
7252,2600,2300,True,3,5,8,0,15,0,1
7254,0,0,True,14,9,0,0,31,0,0
7255,0,0,True,13,8,0,5,30,0,0
7256,0,0,True,13,8,0,0,30,0,0
7257,2100,1200,True,3,4,6,0,3,0,1
7258,2600,1800,True,1,5,7,0,3,0,1
7259,1600,0,True,1,5,4,0,3,0,1
7260,2400,1500,True,3,1,6,0,3,0,1
7261,5110,0,True,3,5,8,0,3,0,1
7262,0,0,True,13,8,0,0,30,0,0
7264,3000,1000,True,1,6,8,0,14,0,1
7265,0,0,True,1,3,1,0,3,0,1
7266,1000,1000,True,1,3,5,0,17,0,1
7267,0,0,True,1,3,1,0,17,0,1
7268,0,1000,True,1,3,3,0,3,0,1
7269,0,0,True,13,8,0,5,30,0,0
7270,0,0,True,13,8,0,4,30,0,0
7271,0,0,True,13,8,0,0,30,0,0
7272,0,0,True,14,9,0,4,31,0,0
7273,0,0,True,14,9,0,0,31,0,0
7275,3000,2500,True,3,2,9,0,15,0,1
7276,200,2000,True,0,5,3,0,15,0,1
7277,200,600,True,0,3,1,0,17,0,1
7278,500,0,True,1,3,4,0,17,0,1
7279,900,0,True,1,3,4,0,17,0,1
7280,1300,0,True,1,3,4,0,17,0,1
7281,800,0,True,1,3,4,0,17,0,1
7282,2400,600,True,1,1,6,0,11,0,1
7283,2200,1600,True,1,5,5,0,9,0,1
7284,800,400,True,1,3,3,0,8,0,1
7285,1500,800,True,1,6,4,0,16,0,1
7286,1800,400,True,1,4,4,0,12,0,1
7287,700,2100,True,1,5,4,0,6,0,1
7288,1600,1200,True,1,5,4,0,11,0,1
7289,400,300,True,1,6,4,0,20,0,1
7290,700,300,True,1,5,2,0,11,0,1
7291,400,2000,True,1,5,4,0,18,0,1
7292,1500,1200,True,9,2,4,0,3,0,1
7293,700,1200,True,9,3,3,0,14,0,1
7294,1800,500,True,9,5,4,0,7,0,1
7295,1300,0,True,1,2,4,0,12,0,1
7296,500,1400,True,1,2,4,0,18,0,1
7297,2200,1200,True,27,1,6,0,15,0,1
7298,500,500,True,8,5,3,0,15,0,1
7299,1600,1000,True,1,4,4,0,20,0,1
7300,1600,700,True,9,3,4,0,20,0,1
7301,2200,2200,True,3,1,8,0,1,0,1
7302,2600,1500,True,3,2,7,0,9,0,1
7303,3000,2800,True,3,4,8,0,12,0,1
7304,0,0,True,13,8,0,5,30,0,0
7305,0,0,True,13,8,0,4,30,0,0
7306,0,0,True,13,8,0,5,30,0,0
7307,0,0,True,13,8,0,2,30,0,0
7308,0,0,True,13,8,0,3,30,0,0
7309,0,0,True,13,8,0,3,30,0,0
7310,0,0,True,13,8,0,3,30,0,0
7311,0,0,True,13,8,0,0,30,0,0
7312,0,0,True,13,8,0,0,30,0,0
7313,0,0,True,13,8,0,4,30,0,0
7314,0,0,True,13,8,0,5,30,0,0
7315,0,0,True,13,8,0,4,30,0,0
7316,0,0,True,14,9,0,0,31,0,0
7317,0,0,True,14,9,0,4,31,0,0
7318,0,0,True,14,9,0,4,31,0,0
7319,0,0,True,14,9,0,4,31,0,0
7320,0,0,True,14,9,0,1,31,0,0
7321,0,0,True,14,9,0,1,31,0,0
7322,0,0,True,14,9,0,4,31,0,0
7323,0,0,True,14,9,0,0,31,0,0
7324,0,0,True,14,9,0,0,31,0,0
7325,0,0,True,14,9,0,0,31,0,0
7326,0,0,True,14,9,0,0,31,0,0
7327,0,0,True,14,9,0,0,31,0,0
7328,0,0,True,14,9,0,0,31,0,0
7329,0,0,True,14,9,0,0,31,0,0
7331,2800,2000,True,1,2,8,0,7,0,1
7332,1500,0,True,1,3,4,0,18,0,1
7333,1500,1200,True,1,3,3,0,8,0,1
7334,300,2100,True,27,3,5,0,8,0,1
7335,2400,1000,True,1,3,6,0,8,0,1
7336,1700,600,True,1,3,4,0,8,0,1
7337,1000,900,True,1,5,4,0,6,0,1
7338,1800,0,True,1,5,4,0,6,0,1
7339,1500,1000,True,9,3,4,0,8,0,1
7340,2100,800,True,9,2,6,0,2,0,1
7341,1500,1500,True,9,4,4,0,10,0,1
7342,0,0,True,3,2,12,0,3,0,1
7343,3000,2500,True,1,3,8,0,1,0,1
7344,4000,4000,True,27,1,10,0,17,0,1
7345,400,400,True,1,5,3,0,15,0,1
7346,3000,1200,True,1,5,8,0,12,0,1
7347,2800,2400,True,1,1,8,0,17,0,1
7348,0,0,True,1,2,1,0,3,0,1
7349,0,0,True,14,9,0,1,31,0,0
7350,0,0,True,14,9,0,0,31,0,0
7351,0,0,True,1,2,4,0,3,0,1
7352,1400,600,True,1,2,4,0,17,0,1
7353,0,0,True,14,9,0,4,31,0,0
7354,0,0,True,14,9,0,0,31,0,0
7357,0,0,True,14,9,0,0,31,0,0
7358,1500,800,True,1,5,4,0,2,0,1
7359,1700,800,True,1,5,4,0,2,0,1
7363,2200,2000,True,1,4,6,0,2,0,1
7365,1900,1500,True,0,5,4,0,12,0,1
7366,1400,0,True,0,3,2,0,5,0,1
7367,100,2000,True,1,5,4,0,6,0,1
7368,1800,200,True,1,6,4,0,16,0,1
7369,1800,1400,True,9,3,4,0,5,0,1
7370,2600,1700,True,1,2,8,0,3,0,1
7371,2600,2100,True,18,2,8,0,1,0,1
7372,2600,2100,True,18,1,8,0,1,0,1
7376,300,600,True,1,2,2,0,3,0,1
7377,800,800,True,8,5,3,0,15,0,1
7378,1900,2300,True,3,5,8,0,3,0,1
7379,2000,2500,True,3,4,6,0,3,0,1
7380,3500,2100,True,3,4,8,0,3,0,1
7381,0,0,True,13,8,0,0,30,0,0
7382,0,0,True,13,8,0,0,30,0,0
7383,0,0,True,14,9,0,1,31,0,0
7384,1100,800,True,1,2,4,0,3,0,1
7385,0,0,True,1,2,1,0,3,0,1
7386,3000,300,True,27,2,8,0,3,0,1
7387,0,0,True,14,9,0,0,31,0,0
7388,0,0,True,14,9,0,0,31,0,0
7389,0,0,True,13,8,0,5,30,0,0
7390,0,0,True,13,8,0,3,30,0,0
7391,0,0,True,13,8,0,4,30,0,0
7392,5110,0,True,27,2,10,0,18,0,1
7397,1900,800,True,1,1,4,0,19,0,1
7398,1000,1100,True,1,3,3,0,14,0,1
7399,0,0,True,13,8,0,4,30,0,0
7400,0,0,True,14,9,0,0,31,0,0
7401,0,600,True,1,6,3,0,14,0,1
7403,0,0,True,3,2,8,0,7,0,1
7404,0,0,True,1,3,7,0,18,0,1
7405,1200,1300,True,1,5,4,0,6,0,1
7406,4000,0,True,27,2,10,0,1,0,1
7407,0,0,True,1,2,1,0,13,0,1
7408,0,1500,True,1,2,7,0,13,0,1
7409,0,0,True,1,2,10,0,3,0,1
