id,atk,def,enabled,effect,attribute,stars,spell_type,type,pendulum,monster
6703,0,1900,True,effect monsters,Light,1,?,Thunder,0,Normal
6704,2300,1400,True,effect monsters,Wind,6,?,Winged Beast,0,Normal
6705,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
6706,0,0,True,spell,Spell,0,?,Spell,0,?
6707,0,0,True,spell,Spell,0,Continous,Spell,0,?
6708,0,0,True,trap,Trap,0,?,Trap,0,?
6709,0,0,True,trap,Trap,0,?,Trap,0,?
6710,0,0,True,trap,Trap,0,Continous,Trap,0,?
6711,0,0,True,trap,Trap,0,Continous,Trap,0,?
6712,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
6720,2700,1000,True,effect monsters,Wind,7,?,Winged Beast,0,Normal
6721,1300,600,True,effect monsters,Wind,4,?,Winged Beast,0,Normal
6722,0,0,True,trap,Trap,0,Continous,Trap,0,?
6723,2800,2600,True,effect monsters,Earth,7,?,Warrior,0,Normal
6727,2500,1900,True,effect monsters,Light,7,?,Machine,0,Normal
6728,1000,2000,True,effect monsters,Earth,4,?,Warrior,0,Normal
6731,2500,2000,True,fusion effect monsters,Earth,8,?,Warrior,0,Normal
6733,1500,1200,True,effect monsters,Water,4,?,Warrior,0,Normal
6734,?,?,True,fusion effect monsters,Dark,9,?,Machine,0,Normal
6735,400,1600,True,effect monsters,Earth,4,?,Machine,0,Normal
6736,300,1200,True,effect monsters,Earth,3,?,Machine,0,Normal
6737,0,0,True,trap,Trap,0,Continous,Trap,0,?
6738,800,1800,True,effect monsters,Water,4,?,Machine,0,Normal
6739,3000,2000,True,fusion effect monsters,Earth,8,?,Machine,0,Normal
6741,1200,0,True,effect monsters,Dark,4,?,Machine,0,Normal
6742,300,500,True,effect monsters,Wind,2,?,Machine,0,Normal
6743,1000,2000,True,effect monsters,Earth,4,?,Machine,0,Normal
6744,2300,1800,True,fusion effect monsters,Fire,6,?,Machine,0,Normal
6745,1600,1800,True,effect monsters,Fire,6,?,Machine,0,Normal
6746,0,0,True,trap,Trap,0,?,Trap,0,?
6747,0,0,True,trap,Trap,0,?,Trap,0,?
6748,0,0,True,spell,Spell,0,?,Spell,0,?
6749,0,0,True,trap,Trap,0,?,Trap,0,?
6752,300,600,True,effect monsters,Dark,3,?,Warrior,0,Normal
6753,2100,1000,True,effect monsters,Dark,6,?,Warrior,0,Normal
6754,1000,1000,True,effect monsters,Dark,6,?,Warrior,0,Normal
6755,100,2700,True,effect monsters,Dark,4,?,Warrior,0,Normal
6756,1000,1000,True,effect monsters,Dark,4,?,Warrior,0,Normal
6757,3400,2400,True,special summon monsters only,Dark,8,?,Warrior,0,Normal
6758,0,0,True,spell,Spell,0,Field,Spell,0,?
6759,0,0,True,spell,Spell,0,Field,Spell,0,?
6761,0,0,True,trap,Trap,0,?,Trap,0,?
6762,0,0,True,spell,Spell,0,?,Spell,0,?
6763,0,0,True,trap,Trap,0,?,Trap,0,?
6764,400,600,True,effect monsters,Water,2,?,Fish,0,Normal
6765,2500,2000,True,fusion effect monsters,Dark,7,?,Warrior,0,Normal
6766,2500,2000,True,fusion effect monsters,Water,7,?,Warrior,0,Normal
6767,2500,2000,True,fusion effect monsters,Fire,7,?,Warrior,0,Normal
6768,600,800,True,effect monsters,Water,3,?,Warrior,0,Normal
6769,800,600,True,effect monsters,Wind,3,?,Winged Beast,0,Normal
6770,900,300,True,effect monsters,Earth,3,?,Rock,0,Normal
6771,300,900,True,effect monsters,Light,3,?,Plant,0,Normal
6772,1000,500,True,effect monsters,Dark,3,?,Beast,0,Normal
6773,500,500,True,effect monsters,Fire,3,?,Insect,0,Normal
6774,0,0,True,spell,Spell,0,?,Spell,0,?
6775,0,0,True,spell,Spell,0,Field,Spell,0,?
6776,1200,2000,True,effect monsters,Earth,4,?,Dinosaur,0,Normal
6777,3000,2200,True,effect monsters,Earth,8,?,Dinosaur,0,Normal
6778,800,800,True,effect monsters,Wind,3,?,Winged Beast,0,Normal
6779,0,0,True,spell,Spell,0,?,Spell,0,?
6780,0,0,True,spell,Spell,0,Continous,Spell,0,?
6781,0,0,True,spell,Spell,0,?,Spell,0,?
6782,0,0,True,spell,Spell,0,Continous,Spell,0,?
6783,0,0,True,spell,Spell,0,?,Spell,0,?
6784,1800,300,True,effect monsters,Wind,4,?,Warrior,0,Normal
6785,0,0,True,spell,Spell,0,?,Spell,0,?
6790,2800,2300,True,effect monsters,Fire,7,?,Dragon,0,Normal
6794,2400,2100,True,effect monsters,Dark,7,?,Fairy,0,Normal
6796,1900,500,True,normal monsters,Earth,4,?,Dinosaur,0,Normal
6797,0,2000,True,effect monsters,Earth,4,?,Dinosaur,0,Normal
6798,1000,500,True,effect monsters,Wind,3,?,Dinosaur,0,Normal
6799,500,500,True,effect monsters,Earth,2,?,Dinosaur,0,Normal
6800,300,800,True,effect monsters,Light,2,?,Reptile,0,Normal
6801,1000,1000,True,effect monsters,Fire,3,?,Reptile,0,Normal
6802,1600,1800,True,effect monsters,Wind,4,?,Reptile,0,Normal
6803,1600,800,True,effect monsters,Water,4,?,Reptile,0,Normal
6804,1800,1000,True,effect monsters,Earth,4,?,Reptile,0,Normal
6805,2300,1500,True,effect monsters,Dark,6,?,Reptile,0,Normal
6806,2600,2000,True,effect monsters,Light,7,?,Reptile,0,Normal
6807,1000,2000,True,effect monsters,Light,5,?,Machine,0,Normal
6808,0,0,True,trap,Trap,0,?,Trap,0,?
6809,0,0,True,trap,Trap,0,?,Trap,0,?
6810,0,0,True,trap,Trap,0,?,Trap,0,?
6811,0,0,True,trap,Trap,0,Continous,Trap,0,?
6812,0,0,True,trap,Trap,0,Continous,Trap,0,?
6813,0,0,True,trap,Trap,0,?,Trap,0,?
6814,0,0,True,spell,Spell,0,Equip,Spell,0,?
6815,1600,1500,True,effect monsters,Light,4,?,Spellcaster,0,Normal
6816,3300,1400,True,effect monsters,Light,8,?,Dinosaur,0,Normal
6817,0,0,True,trap,Trap,0,?,Trap,0,?
6818,0,0,True,trap,Trap,0,?,Trap,0,?
6819,0,0,True,spell,Spell,0,?,Spell,0,?
6821,2800,2400,True,effect monsters,Light,8,?,Dragon,0,Normal
6822,0,0,True,spell,Spell,0,?,Spell,0,?
6823,0,0,True,spell,Spell,0,Field,Spell,0,?
6824,0,0,True,trap,Trap,0,?,Trap,0,?
6825,0,0,True,trap,Trap,0,Continous,Trap,0,?
6830,800,800,True,effect monsters,Dark,4,?,Machine,0,Normal
6831,800,800,True,effect monsters,Dark,4,?,Machine,0,Normal
6832,800,800,True,effect monsters,Dark,4,?,Machine,0,Normal
6833,1000,1000,True,fusion effect monsters,Dark,8,?,Machine,0,Normal
6834,0,0,True,trap,Trap,0,?,Trap,0,?
6835,3600,3000,True,fusion effect monsters,Earth,9,?,Machine,0,Normal
6839,0,0,True,spell,Spell,0,?,Spell,0,?
6841,1500,1500,True,effect monsters,Earth,5,?,Machine,0,Normal
6842,0,0,True,spell,Spell,0,Equip,Spell,0,?
6843,0,0,True,spell,Spell,0,?,Spell,0,?
6844,0,0,True,spell,Spell,0,Equip,Spell,0,?
6845,1800,1500,True,effect ritual monsters,Light,6,?,Fairy,0,Normal
6846,1600,2000,True,effect ritual monsters,Light,6,?,Fairy,0,Normal
6847,2700,2400,True,effect ritual monsters,Light,8,?,Fairy,0,Normal
6848,300,200,True,effect monsters,Light,2,?,Fairy,0,Normal
6850,0,0,True,spell,Spell,0,Ritual,Spell,0,?
6854,1900,1200,True,effect monsters,Earth,5,?,Machine,0,Normal
6855,1200,1800,True,effect monsters,Fire,4,?,Machine,0,Normal
6856,2600,1900,True,fusion effect monsters,Earth,7,?,Machine,0,Normal
6858,0,0,True,trap,Trap,0,Continous,Trap,0,?
6859,0,0,True,trap,Trap,0,?,Trap,0,?
6860,0,0,True,trap,Trap,0,?,Trap,0,?
6863,600,1000,True,effect monsters,Earth,3,?,Plant,0,Normal
6864,0,0,True,trap,Trap,0,Continous,Trap,0,?
6865,0,0,True,spell,Spell,0,?,Spell,0,?
6866,1900,2000,True,special summon monsters only,Earth,6,?,Plant,0,Normal
6869,?,?,True,effect monsters,Dark,7,?,Fiend,0,Normal
6870,500,500,True,effect monsters,Dark,3,?,Spellcaster,0,Normal
6871,1000,1000,True,effect monsters,Dark,5,?,Spellcaster,0,Normal
6872,1500,1500,True,effect monsters,Dark,7,?,Spellcaster,0,Normal
6876,1000,300,True,effect monsters,Earth,4,?,Fiend,0,Normal
6877,1700,600,True,effect monsters,Earth,6,?,Fiend,0,Normal
6878,2800,900,True,effect monsters,Earth,8,?,Fiend,0,Normal
6879,1500,600,True,effect monsters,Dark,4,?,Fiend,0,Normal
6880,1000,300,True,effect monsters,Fire,3,?,Fiend,0,Normal
6881,2400,1200,True,effect monsters,Dark,6,?,Fiend,0,Normal
6882,1000,1000,True,effect monsters,Dark,4,?,Fiend,0,Normal
6883,1000,1000,True,effect monsters,Water,4,?,Aqua,0,Normal
6884,1000,1000,True,effect monsters,Fire,4,?,Pyro,0,Normal
6885,1000,1000,True,effect monsters,Wind,4,?,Winged Beast,0,Normal
6886,1000,1000,True,effect monsters,Earth,4,?,Rock,0,Normal
6887,1000,1000,True,effect monsters,Light,4,?,Fairy,0,Normal
6888,2500,1600,True,effect monsters,Light,8,?,Fairy,0,Normal
6889,2400,1200,True,effect monsters,Light,6,?,Fairy,0,Normal
6890,2600,1600,True,effect monsters,Dark,7,?,Thunder,0,Normal
6891,1700,1200,True,effect monsters,Earth,4,?,Warrior,0,Normal
6892,1600,800,True,effect monsters,Wind,4,?,Warrior,0,Normal
6893,2200,1500,True,effect monsters,Wind,5,?,Warrior,0,Normal
6894,500,500,True,effect monsters,Earth,3,?,Beast Warrior,0,Normal
6895,1500,1500,True,effect monsters,Earth,3,?,Beast Warrior,0,Normal
6896,2300,500,True,effect monsters,Wind,7,?,Winged Beast,0,Normal
6897,800,500,True,effect monsters,Earth,2,?,Reptile,0,Normal
6898,0,0,True,spell,Spell,0,?,Spell,0,?
6899,0,0,True,spell,Spell,0,?,Spell,0,?
6900,0,0,True,spell,Spell,0,?,Spell,0,?
6901,0,0,True,spell,Spell,0,?,Spell,0,?
6902,0,0,True,spell,Spell,0,?,Spell,0,?
6903,0,0,True,spell,Spell,0,?,Spell,0,?
6904,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
6905,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
6906,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
6907,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
6908,0,0,True,spell,Spell,0,Continous,Spell,0,?
6909,0,0,True,spell,Spell,0,Continous,Spell,0,?
6910,0,0,True,trap,Trap,0,?,Trap,0,?
6911,0,0,True,trap,Trap,0,?,Trap,0,?
6912,0,0,True,trap,Trap,0,?,Trap,0,?
6913,0,0,True,trap,Trap,0,?,Trap,0,?
6914,0,0,True,trap,Trap,0,?,Trap,0,?
6915,0,0,True,trap,Trap,0,?,Trap,0,?
6916,0,0,True,trap,Trap,0,?,Trap,0,?
6917,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
6918,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
6920,2200,1900,True,effect monsters,Fire,6,?,Zombie,0,Normal
6922,0,0,True,trap,Trap,0,?,Trap,0,?
6927,1600,1200,True,effect monsters,Fire,4,?,Pyro,0,Normal
6928,1600,1200,True,effect monsters,Water,4,?,Aqua,0,Normal
6932,3000,2000,True,effect monsters,Earth,8,?,Machine,0,Normal
6933,2300,1300,True,effect monsters,Earth,6,?,Machine,0,Normal
6934,0,2000,True,effect monsters,Earth,4,?,Machine,0,Normal
6935,0,0,True,spell,Spell,0,?,Spell,0,?
6936,1300,1700,True,effect monsters,Fire,3,?,Fiend,0,Normal
6937,1700,1100,True,effect monsters,Fire,4,?,Fiend,0,Normal
6938,2400,1700,True,effect monsters,Fire,7,?,Fiend,0,Normal
6939,400,400,True,effect monsters,Earth,3,?,Machine,0,Normal
6940,0,0,True,spell,Spell,0,Equip,Spell,0,?
6941,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
6942,0,0,True,trap,Trap,0,?,Trap,0,?
6943,0,0,True,trap,Trap,0,?,Trap,0,?
6944,2000,0,True,effect monsters,Dark,4,?,Dragon,0,Normal
6945,0,0,True,spell,Spell,0,?,Spell,0,?
6946,0,0,True,trap,Trap,0,?,Trap,0,?
6947,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
6948,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
6949,800,800,True,effect monsters,Dark,6,?,Warrior,0,Normal
6950,0,0,True,spell,Spell,0,?,Spell,0,?
6951,0,0,True,spell,Spell,0,?,Spell,0,?
6952,0,0,True,trap,Trap,0,?,Trap,0,?
6953,0,0,True,trap,Trap,0,?,Trap,0,?
6954,1300,1300,True,effect monsters,Light,4,?,Beast Warrior,0,Normal
6955,1700,0,True,effect monsters,Earth,4,?,Beast Warrior,0,Normal
6956,700,2000,True,effect monsters,Light,4,?,Beast Warrior,0,Normal
6957,2200,2000,True,effect monsters,Dark,7,?,Beast Warrior,0,Normal
6960,2000,100,True,normal monsters,Earth,4,?,Beast Warrior,0,Normal
6961,2600,1700,True,normal monsters,Water,6,?,Dinosaur,0,Normal
6962,2900,2900,True,normal monsters,Water,8,?,Sea Serpent,0,Normal
6963,1000,500,True,effect monsters,Earth,3,?,Warrior,0,Normal
6964,1800,1300,True,effect monsters,Light,4,?,Warrior,0,Normal
6965,1400,700,True,effect monsters,Wind,4,?,Warrior,0,Normal
6966,1300,800,True,effect monsters,Water,3,?,Warrior,0,Normal
6967,1500,1000,True,effect monsters,Fire,3,?,Warrior,0,Normal
6968,1700,1200,True,effect monsters,Dark,4,?,Warrior,0,Normal
6969,2500,2400,True,effect monsters,Fire,7,?,Warrior,0,Normal
6970,700,300,True,effect monsters,Earth,2,?,Warrior,0,Normal
6971,1400,1000,True,effect monsters,Light,4,?,Spellcaster,0,Normal
6972,1400,1000,True,effect monsters,Light,4,?,Spellcaster,0,Normal
6973,2500,1800,True,effect monsters,Dark,7,?,Fiend,0,Normal
6974,300,500,True,effect monsters,Dark,2,?,Fiend,0,Normal
6975,300,500,True,effect monsters,Dark,2,?,Fiend,0,Normal
6976,1400,1200,True,effect monsters,Dark,4,?,Fiend,0,Normal
6977,1000,1000,True,effect monsters,Light,3,?,Thunder,0,Normal
6978,1000,1000,True,effect monsters,Earth,3,?,Plant,0,Normal
6979,1000,1000,True,effect monsters,Dark,3,?,Insect,0,Normal
6980,100,100,True,effect monsters,Dark,1,?,Winged Beast,0,Normal
6981,2000,1500,True,effect monsters,Earth,7,?,Reptile,0,Normal
6982,2000,1500,True,effect monsters,Water,7,?,Reptile,0,Normal
6983,2000,1500,True,effect monsters,Fire,7,?,Reptile,0,Normal
6984,2000,1500,True,effect monsters,Wind,7,?,Reptile,0,Normal
6985,2000,1500,True,effect monsters,Dark,7,?,Reptile,0,Normal
6986,2000,1500,True,effect monsters,Light,7,?,Reptile,0,Normal
6987,200,100,True,effect monsters,Dark,1,?,Reptile,0,Normal
6988,2500,2000,True,fusion effect monsters,Light,7,?,Warrior,0,Normal
6989,2500,2000,True,fusion effect monsters,Wind,7,?,Warrior,0,Normal
6990,2500,2000,True,fusion effect monsters,Earth,7,?,Warrior,0,Normal
6991,2400,1800,True,effect ritual monsters,Earth,6,?,Beast Warrior,0,Normal
6992,500,1000,True,effect ritual monsters,Light,4,?,Warrior,0,Normal
6993,0,0,True,spell,Spell,0,Equip,Spell,0,?
6994,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
6995,0,0,True,spell,Spell,0,?,Spell,0,?
6996,0,0,True,spell,Spell,0,Ritual,Spell,0,?
6997,0,0,True,spell,Spell,0,Ritual,Spell,0,?
6998,0,0,True,spell,Spell,0,Ritual,Spell,0,?
6999,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
7000,0,0,True,spell,Spell,0,Equip,Spell,0,?
7001,0,0,True,spell,Spell,0,Continous,Spell,0,?
7002,0,0,True,spell,Spell,0,?,Spell,0,?
7003,0,0,True,spell,Spell,0,Field,Spell,0,?
7004,0,0,True,spell,Spell,0,Field,Spell,0,?
7005,0,0,True,trap,Trap,0,?,Trap,0,?
7006,0,0,True,trap,Trap,0,?,Trap,0,?
7007,0,0,True,trap,Trap,0,?,Trap,0,?
7008,0,0,True,trap,Trap,0,?,Trap,0,?
7009,0,0,True,trap,Trap,0,?,Trap,0,?
7010,0,0,True,trap,Trap,0,?,Trap,0,?
7011,0,0,True,trap,Trap,0,?,Trap,0,?
7012,0,0,True,trap,Trap,0,?,Trap,0,?
7013,0,0,True,trap,Trap,0,Continous,Trap,0,?
7014,0,0,True,trap,Trap,0,Continous,Trap,0,?
7015,0,0,True,trap,Trap,0,Continous,Trap,0,?
7016,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
7017,1800,1000,True,effect monsters,Water,4,?,Dragon,0,Normal
7018,800,800,True,effect monsters,Light,5,?,Machine,0,Normal
7019,500,500,True,effect monsters,Dark,3,?,Insect,0,Normal
7024,1300,1000,True,effect monsters,Fire,4,?,Pyro,0,Normal
7025,2500,2000,True,effect monsters,Water,8,?,Spellcaster,0,Normal
7026,2300,1600,True,fusion effect monsters,Fire,8,?,Pyro,0,Normal
7035,2500,1500,True,effect monsters,Light,7,?,Fairy,0,Normal
7038,1000,900,True,effect monsters,Wind,4,?,Winged Beast,0,Normal
7039,100,100,True,effect monsters,Earth,1,?,Fiend,0,Normal
7046,2300,2000,True,effect monsters,Light,7,?,Fairy,0,Normal
7047,1600,1200,True,effect monsters,Light,4,?,Fairy,0,Normal
7048,1800,1000,True,effect monsters,Light,4,?,Fairy,0,Normal
7049,100,100,True,effect monsters,Light,1,?,Fairy,0,Normal
7050,1400,800,True,effect monsters,Light,4,?,Fairy,0,Normal
7051,1000,2000,True,effect monsters,Light,4,?,Fairy,0,Normal
7052,1700,0,True,effect monsters,Light,4,?,Fairy,0,Normal
7053,0,0,True,trap,Trap,0,Continous,Trap,0,?
7056,1000,800,True,effect monsters,Water,4,?,Machine,0,Normal
7057,2700,2000,True,effect monsters,Earth,8,?,Machine,0,Normal
7058,1000,1500,True,effect monsters,Light,4,?,Thunder,0,Normal
7064,2800,2500,True,effect monsters,Earth,8,?,Beast,0,Normal
7068,2800,2400,True,effect monsters,Dark,8,?,Fiend,0,Normal
7071,1200,400,True,effect monsters,Earth,3,?,Beast,0,Normal
7072,1700,1600,True,effect monsters,Earth,4,?,Beast,0,Normal
7073,0,0,True,spell,Spell,0,?,Spell,0,?
7074,300,300,True,effect monsters,Light,3,?,Fairy,0,Normal
7075,600,2000,True,effect monsters,Water,3,?,Aqua,0,Normal
7076,1600,1000,True,effect monsters,Earth,4,?,Beast,0,Normal
7077,1400,800,True,effect monsters,Wind,4,?,Winged Beast,0,Normal
7078,1800,1200,True,effect monsters,Wind,4,?,Beast,0,Normal
7079,0,0,True,spell,Spell,0,Field,Spell,0,?
7080,0,0,True,spell,Spell,0,?,Spell,0,?
7081,0,0,True,trap,Trap,0,?,Trap,0,?
7082,100,0,True,effect monsters,Fire,1,?,Pyro,0,Normal
7083,500,0,True,effect monsters,Fire,2,?,Pyro,0,Normal
7084,0,0,True,trap,Trap,0,?,Trap,0,?
7085,3000,1800,True,special summon monsters only,Fire,8,?,Pyro,0,Normal
7086,0,0,True,spell,Spell,0,Continous,Spell,0,?
7087,0,0,True,spell,Spell,0,?,Spell,0,?
7088,0,0,True,spell,Spell,0,Continous,Spell,0,?
7089,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
7090,0,0,True,trap,Trap,0,Continous,Trap,0,?
7091,?,?,True,effect monsters,Dark,10,?,Fiend,0,Normal
7092,?,?,True,effect monsters,Dark,10,?,Fiend,0,Normal
7093,600,200,True,effect monsters,Earth,3,?,Warrior,0,Normal
7094,1000,0,True,effect monsters,Earth,3,?,Dragon,0,Normal
7095,300,300,True,effect monsters,Dark,1,?,Warrior,0,Normal
7096,1900,600,True,special summon monsters only,Dark,8,?,Warrior,0,Normal
7102,1200,600,True,effect monsters,Fire,3,?,Pyro,0,Normal
7103,1800,1200,True,effect monsters,Fire,4,?,Pyro,0,Normal
7104,2400,1500,True,effect monsters,Fire,5,?,Pyro,0,Normal
7105,2100,800,True,effect monsters,Light,4,?,Warrior,0,Normal
7106,1600,1500,True,effect monsters,Earth,4,?,Spellcaster,0,Normal
7107,1900,1200,True,effect monsters,Water,4,?,Aqua,0,Normal
7108,1800,1100,True,effect monsters,Earth,4,?,Dinosaur,0,Normal
7109,2100,800,True,effect monsters,Light,4,?,Fairy,0,Normal
7110,2100,800,True,effect monsters,Dark,4,?,Fiend,0,Normal
7111,1900,1200,True,effect monsters,Wind,4,?,Winged Beast,0,Normal
7112,2400,1500,True,special summon monsters only,Light,8,?,Fairy,0,Normal
7113,2400,1500,True,special summon monsters only,Dark,8,?,Fiend,0,Normal
7114,2200,1600,True,effect monsters,Earth,6,?,Fairy,0,Normal
7115,1500,1000,True,effect monsters,Wind,4,?,Warrior,0,Normal
7116,1700,600,True,effect monsters,Light,4,?,Spellcaster,0,Normal
7117,2400,1000,True,effect monsters,Wind,6,?,Winged Beast,0,Normal
7118,1400,300,True,effect monsters,Earth,3,?,Rock,0,Normal
7119,1500,700,True,effect monsters,Earth,3,?,Dragon,0,Normal
7120,2400,1200,True,effect monsters,Light,6,?,Dragon,0,Normal
7121,2400,1200,True,effect monsters,Dark,6,?,Dragon,0,Normal
7122,0,0,True,spell,Spell,0,?,Spell,0,?
7123,0,0,True,spell,Spell,0,?,Spell,0,?
7124,0,0,True,spell,Spell,0,?,Spell,0,?
7125,0,0,True,spell,Spell,0,Equip,Spell,0,?
7126,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
7127,0,0,True,spell,Spell,0,Continous,Spell,0,?
7128,0,0,True,spell,Spell,0,Continous,Spell,0,?
7129,0,0,True,spell,Spell,0,Field,Spell,0,?
7130,0,0,True,trap,Trap,0,?,Trap,0,?
7131,0,0,True,trap,Trap,0,?,Trap,0,?
7132,0,0,True,trap,Trap,0,?,Trap,0,?
7133,0,0,True,trap,Trap,0,?,Trap,0,?
7134,0,0,True,trap,Trap,0,?,Trap,0,?
7135,0,0,True,trap,Trap,0,?,Trap,0,?
7136,0,0,True,trap,Trap,0,?,Trap,0,?
7137,0,0,True,trap,Trap,0,?,Trap,0,?
7138,0,0,True,trap,Trap,0,Continous,Trap,0,?
7139,0,0,True,trap,Trap,0,Continous,Trap,0,?
7140,0,0,True,trap,Trap,0,Continous,Trap,0,?
7141,0,0,True,trap,Trap,0,Continous,Trap,0,?
7142,1800,1000,True,effect monsters,Light,4,?,Beast,0,Normal
7143,1600,2000,True,effect monsters,Earth,4,?,Plant,0,Normal
7144,2300,2000,True,effect monsters,Dark,6,?,Beast,0,Normal
7145,2100,800,True,effect monsters,Earth,5,?,Warrior,0,Normal
7146,2800,1000,True,effect monsters,Dark,7,?,Dragon,0,Normal
7147,2400,1200,True,effect monsters,Dark,6,?,Zombie,0,Normal
7148,1200,800,True,effect monsters,Dark,4,?,Fiend,0,Normal
7149,2400,0,True,effect monsters,Dark,5,?,Fiend,0,Normal
7150,1000,1000,True,effect monsters,Dark,3,?,Zombie,0,Normal
7151,0,0,True,spell,Spell,0,?,Spell,0,?
7152,0,0,True,spell,Spell,0,Equip,Spell,0,?
7153,0,0,True,trap,Trap,0,?,Trap,0,?
7154,0,0,True,spell,Spell,0,?,Spell,0,?
7155,600,400,True,effect monsters,Wind,2,?,Winged Beast,0,Normal
7156,800,300,True,effect monsters,Dark,2,?,Beast,0,Normal
7157,100,700,True,effect monsters,Light,2,?,Plant,0,Normal
7158,0,0,True,trap,Trap,0,?,Trap,0,?
7159,0,0,True,spell,Spell,0,?,Spell,0,?
7160,0,0,True,trap,Trap,0,?,Trap,0,?
7161,0,0,True,spell,Spell,0,?,Spell,0,?
7162,0,0,True,spell,Spell,0,?,Spell,0,?
7163,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
7164,0,0,True,spell,Spell,0,Field,Spell,0,?
7165,0,0,True,trap,Trap,0,?,Trap,0,?
7166,0,0,True,spell,Spell,0,?,Spell,0,?
7167,0,0,True,trap,Trap,0,Continous,Trap,0,?
7168,0,0,True,trap,Trap,0,Counter trap,Trap,0,?
7169,0,0,True,trap,Trap,0,?,Trap,0,?
7170,0,0,True,trap,Trap,0,?,Trap,0,?
7171,4000,0,True,special summon monsters only,Light,10,?,Dragon,0,Normal
7172,300,300,True,effect monsters,Fire,2,?,Insect,0,Normal
7173,700,100,True,effect monsters,Earth,2,?,Rock,0,Normal
7174,900,1100,True,fusion effect monsters,Water,4,?,Warrior,0,Normal
7175,2800,2300,True,fusion effect monsters,Water,8,?,Warrior,0,Normal
7176,2000,1000,True,fusion effect monsters,Dark,6,?,Warrior,0,Normal
7177,3000,2500,True,fusion effect monsters,Fire,9,?,Warrior,0,Normal
7178,600,1300,True,effect monsters,Dark,3,?,Warrior,0,Normal
7179,0,2500,True,fusion effect monsters,Light,5,?,Beast,0,Normal
7180,1200,600,True,effect monsters,Earth,3,?,Reptile,0,Normal
7181,1600,1200,True,effect monsters,Earth,5,?,Reptile,0,Normal
7182,1000,800,True,effect monsters,Dark,4,?,Reptile,0,Normal
7183,0,0,True,effect monsters,Dark,8,?,Reptile,0,Normal
7184,0,0,True,special summon monsters only,Dark,10,?,Reptile,0,Normal
7187,0,0,True,spell,Spell,0,?,Spell,0,?
7188,300,300,True,effect monsters,Dark,1,?,Fiend,0,Normal
7189,0,0,True,spell,Spell,0,?,Spell,0,?
7190,1900,800,True,normal monsters,Earth,4,?,Reptile,0,Normal
7191,500,500,True,normal monsters,Fire,1,?,Pyro,0,Normal
7192,100,2100,True,normal monsters,Dark,4,?,Fiend,0,Normal
7193,1700,100,True,normal monsters,Dark,3,?,Dragon,0,Normal
7194,100,2000,True,normal monsters,Earth,4,?,Reptile,0,Normal
7195,1900,1300,True,gemini,Light,4,?,Warrior,0,Normal
7196,2400,1500,True,gemini,Fire,6,?,Dragon,0,Normal
7197,1500,500,True,gemini,Water,4,?,Aqua,0,Normal
7198,1500,500,True,gemini,Wind,4,?,Fairy,0,Normal
7199,2350,1000,True,gemini,Earth,5,?,Insect,0,Normal
7200,1500,500,True,gemini,Earth,4,?,Rock,0,Normal
7201,1500,500,True,gemini,Light,3,?,Warrior,0,Normal
7202,2400,2000,True,gemini,Dark,6,?,Spellcaster,0,Normal
7203,1500,500,True,gemini,Fire,5,?,Pyro,0,Normal
7204,1500,500,True,gemini,Dark,4,?,Fiend,0,Normal
7205,1500,800,True,effect monsters,Light,4,?,Machine,0,Normal
7206,1100,700,True,effect monsters,Dark,3,?,Fiend,0,Normal
7207,300,1000,True,effect monsters,Earth,2,?,Insect,0,Normal
7208,100,100,True,effect monsters,Water,1,?,Spellcaster,0,Normal
7209,1800,800,True,effect monsters,Light,4,?,Warrior,0,Normal
7210,2300,2000,True,special summon monsters only,Water,6,?,Dragon,0,Normal
7211,2300,2000,True,special summon monsters only,Wind,6,?,Fiend,0,Normal
7212,1500,300,True,effect monsters,Earth,3,?,Reptile,0,Normal
7213,1500,0,True,effect monsters,Light,4,?,Fairy,0,Normal
7214,1500,0,True,effect monsters,Dark,4,?,Fiend,0,Normal
7215,1800,0,True,effect monsters,Dark,4,?,Zombie,0,Normal
7216,0,0,True,spell,Spell,0,Continous,Spell,0,?
7217,0,0,True,spell,Spell,0,?,Spell,0,?
7218,0,0,True,spell,Spell,0,Quick-Play,Spell,0,?
7219,0,0,True,spell,Spell,0,?,Spell,0,?
7220,0,0,True,spell,Spell,0,?,Spell,0,?
7221,0,0,True,spell,Spell,0,?,Spell,0,?
